carrier,product,state,age,sex,smoker,term_years,face_band_min,face_band_max,health_class,monthly_premium,face_amount,source_file,source_date,integrity_carrier,integrity_product,nearest_age,product_type,underwriting_mode,rank_in_quote,is_best,is_mvi_appointed,marketplace_policy_count,harvest_batch_id
john_hancock,protection_term,NE,45,female,0,30,3000000,3000000,preferred_plus_nt,507.06,3000000,integrity-term-harvest.json,2026-08-18,John Hancock,Protection Term,46,fully_underwritten_term,fully_underwritten,29,0,0,29,2026-08-18
transamerica,trendsetter_super,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,369.75,3000000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter Super,56,fully_underwritten_term,fully_underwritten,1,1,1,29,2026-08-18
prudential,essential_term_value,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,385.44,3000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Value,56,fully_underwritten_term,fully_underwritten,2,0,0,29,2026-08-18
banner,opterm,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,393.99,3000000,integrity-term-harvest.json,2026-08-18,Banner Life,OPTerm,56,fully_underwritten_term,fully_underwritten,3,0,0,29,2026-08-18
symetra,swiftterm_instant_issue_available,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,394.0,3000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm Instant Issue Available,56,fully_underwritten_term,fully_underwritten,4,0,0,29,2026-08-18
pacific_life,promise_term,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,395.07,3000000,integrity-term-harvest.json,2026-08-18,Pacific Life Insurance Company - Lynchburg,Promise Term,56,fully_underwritten_term,fully_underwritten,5,0,0,29,2026-08-18
protective,protective_classic_choice_term,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,397.38,3000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term,56,fully_underwritten_term,fully_underwritten,6,0,0,29,2026-08-18
principal,term_non_convertible,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,400.36,3000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Non Convertible,56,fully_underwritten_term,fully_underwritten,7,0,0,29,2026-08-18
corebridge,select_a_term,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,401.48,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term,56,fully_underwritten_term,fully_underwritten,8,0,1,29,2026-08-18
corebridge,select_a_term_simplinow_choice,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,401.48,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term (SimpliNow Choice),56,fully_underwritten_term,fully_underwritten,9,0,1,29,2026-08-18
principal,term_convertible,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,408.37,3000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Convertible,56,fully_underwritten_term,fully_underwritten,10,0,0,29,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eticket_lincxpress,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,415.85,3000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eTicket-LincXpress),56,fully_underwritten_term,fully_underwritten,11,0,0,29,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eapp_full_application,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,415.85,3000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eApp-Full Application),56,fully_underwritten_term,fully_underwritten,12,0,0,29,2026-08-18
symetra,symetra_term_5_0,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,419.53,3000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,Symetra Term 5.0,56,fully_underwritten_term,fully_underwritten,13,0,0,29,2026-08-18
prudential,essential_term_plus,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,422.19,3000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Plus,56,fully_underwritten_term,fully_underwritten,14,0,0,29,2026-08-18
principal,term_convertible_with_conversion_extension_rider,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,427.01,3000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Convertible with Conversion Extension Rider,56,fully_underwritten_term,fully_underwritten,15,0,0,29,2026-08-18
nationwide,nationwide_guaranteed_level_term_brokerage,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,439.69,3000000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide Guaranteed Level Term - Brokerage,56,fully_underwritten_term,fully_underwritten,16,0,0,29,2026-08-18
nationwide,nationwide_intelligent_underwriting_guaranteed_level_term_br,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,439.69,3000000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide (Intelligent Underwriting) Guaranteed Level Term - Brokerage,56,fully_underwritten_term,fully_underwritten,17,0,0,29,2026-08-18
north_american,addvantage_term_gen_9,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,443.96,3000000,integrity-term-harvest.json,2026-08-18,North American Company for Life and Health Insurance,ADDvantage Term Gen 9,56,fully_underwritten_term,fully_underwritten,18,0,0,29,2026-08-18
minnesota_life,advantage_elite_select_term,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,446.6,3000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select Term,56,fully_underwritten_term,fully_underwritten,19,0,0,29,2026-08-18
corebridge,qol_flex_term,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,449.94,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term,56,fully_underwritten_term,fully_underwritten,20,0,1,29,2026-08-18
corebridge,qol_flex_term_simplinow_choice,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,449.94,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term (SimpliNow Choice),56,fully_underwritten_term,fully_underwritten,21,0,1,29,2026-08-18
minnesota_life,advantage_elite_select_with_eca,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,460.0,3000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with ECA,56,fully_underwritten_term,fully_underwritten,22,0,0,29,2026-08-18
moo,term_life_answers_brokerage,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,474.94,3000000,integrity-term-harvest.json,2026-08-18,United of Omaha,Term Life Answers - Brokerage,56,fully_underwritten_term,fully_underwritten,23,0,1,29,2026-08-18
john_hancock,vitality_term,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,496.84,3000000,integrity-term-harvest.json,2026-08-18,John Hancock,Vitality Term,56,fully_underwritten_term,fully_underwritten,24,0,0,29,2026-08-18
protective,protective_classic_choice_term_with_cer,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,499.38,3000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term with CER,56,fully_underwritten_term,fully_underwritten,25,0,0,29,2026-08-18
minnesota_life,advantage_elite_select_with_cica,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,517.81,3000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with CICA,56,fully_underwritten_term,fully_underwritten,26,0,0,29,2026-08-18
john_hancock,protection_term,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,519.96,3000000,integrity-term-harvest.json,2026-08-18,John Hancock,Protection Term,56,fully_underwritten_term,fully_underwritten,27,0,0,29,2026-08-18
symetra,swiftterm_with_conversion_enhancement_rider,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,526.96,3000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm with Conversion Enhancement Rider,56,fully_underwritten_term,fully_underwritten,28,0,0,29,2026-08-18
national_life_group,lsw_10_g,NE,55,male,0,10,3000000,3000000,preferred_plus_nt,547.8,3000000,integrity-term-harvest.json,2026-08-18,National Life Group,LSW 10-G,56,fully_underwritten_term,fully_underwritten,29,0,0,29,2026-08-18
transamerica,trendsetter_super,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,685.95,3000000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter Super,56,fully_underwritten_term,fully_underwritten,1,1,1,28,2026-08-18
banner,opterm,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,703.09,3000000,integrity-term-harvest.json,2026-08-18,Banner Life,OPTerm,56,fully_underwritten_term,fully_underwritten,2,0,0,28,2026-08-18
symetra,swiftterm_instant_issue_available,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,703.51,3000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm Instant Issue Available,56,fully_underwritten_term,fully_underwritten,3,0,0,28,2026-08-18
pacific_life,promise_term,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,703.54,3000000,integrity-term-harvest.json,2026-08-18,Pacific Life Insurance Company - Lynchburg,Promise Term,56,fully_underwritten_term,fully_underwritten,4,0,0,28,2026-08-18
protective,protective_classic_choice_term,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,704.76,3000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term,56,fully_underwritten_term,fully_underwritten,5,0,0,28,2026-08-18
corebridge,select_a_term_simplinow_choice,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,705.12,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term (SimpliNow Choice),56,fully_underwritten_term,fully_underwritten,6,0,1,28,2026-08-18
corebridge,select_a_term,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,705.12,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term,56,fully_underwritten_term,fully_underwritten,7,0,1,28,2026-08-18
principal,term_non_convertible,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,711.36,3000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Non Convertible,56,fully_underwritten_term,fully_underwritten,8,0,0,28,2026-08-18
principal,term_convertible,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,725.59,3000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Convertible,56,fully_underwritten_term,fully_underwritten,9,0,0,28,2026-08-18
prudential,essential_term_value,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,742.44,3000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Value,56,fully_underwritten_term,fully_underwritten,10,0,0,28,2026-08-18
symetra,symetra_term_5_0,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,748.49,3000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,Symetra Term 5.0,56,fully_underwritten_term,fully_underwritten,11,0,0,28,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eapp_full_application,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,753.48,3000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eApp-Full Application),56,fully_underwritten_term,fully_underwritten,12,0,0,28,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eticket_lincxpress,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,753.48,3000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eTicket-LincXpress),56,fully_underwritten_term,fully_underwritten,13,0,0,28,2026-08-18
john_hancock,vitality_term,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,763.84,3000000,integrity-term-harvest.json,2026-08-18,John Hancock,Vitality Term,56,fully_underwritten_term,fully_underwritten,14,0,0,28,2026-08-18
symetra,swiftterm_with_conversion_enhancement_rider,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,766.85,3000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm with Conversion Enhancement Rider,56,fully_underwritten_term,fully_underwritten,15,0,0,28,2026-08-18
corebridge,qol_flex_term_simplinow_choice,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,772.52,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term (SimpliNow Choice),56,fully_underwritten_term,fully_underwritten,16,0,1,28,2026-08-18
corebridge,qol_flex_term,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,772.52,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term,56,fully_underwritten_term,fully_underwritten,17,0,1,28,2026-08-18
prudential,essential_term_plus,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,808.07,3000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Plus,56,fully_underwritten_term,fully_underwritten,18,0,0,28,2026-08-18
john_hancock,protection_term,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,816.66,3000000,integrity-term-harvest.json,2026-08-18,John Hancock,Protection Term,56,fully_underwritten_term,fully_underwritten,19,0,0,28,2026-08-18
north_american,addvantage_term_gen_9,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,832.04,3000000,integrity-term-harvest.json,2026-08-18,North American Company for Life and Health Insurance,ADDvantage Term Gen 9,56,fully_underwritten_term,fully_underwritten,20,0,0,28,2026-08-18
minnesota_life,advantage_elite_select_term,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,838.93,3000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select Term,56,fully_underwritten_term,fully_underwritten,21,0,0,28,2026-08-18
protective,protective_classic_choice_term_with_cer,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,845.01,3000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term with CER,56,fully_underwritten_term,fully_underwritten,22,0,0,28,2026-08-18
moo,term_life_answers_brokerage,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,851.62,3000000,integrity-term-harvest.json,2026-08-18,United of Omaha,Term Life Answers - Brokerage,56,fully_underwritten_term,fully_underwritten,23,0,1,28,2026-08-18
nationwide,nationwide_intelligent_underwriting_guaranteed_level_term_br,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,854.44,3000000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide (Intelligent Underwriting) Guaranteed Level Term - Brokerage,56,fully_underwritten_term,fully_underwritten,24,0,0,28,2026-08-18
nationwide,nationwide_guaranteed_level_term_brokerage,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,854.44,3000000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide Guaranteed Level Term - Brokerage,56,fully_underwritten_term,fully_underwritten,25,0,0,28,2026-08-18
minnesota_life,advantage_elite_select_with_eca,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,864.1,3000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with ECA,56,fully_underwritten_term,fully_underwritten,26,0,0,28,2026-08-18
minnesota_life,advantage_elite_select_with_cica,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,921.91,3000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with CICA,56,fully_underwritten_term,fully_underwritten,27,0,0,28,2026-08-18
national_life_group,lsw_20_g,NE,55,male,0,20,3000000,3000000,preferred_plus_nt,946.44,3000000,integrity-term-harvest.json,2026-08-18,National Life Group,LSW 20-G,56,fully_underwritten_term,fully_underwritten,28,0,0,28,2026-08-18
transamerica,trendsetter_super,NE,55,male,0,30,3000000,3000000,preferred_plus_nt,1453.5,3000000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter Super,56,fully_underwritten_term,fully_underwritten,1,1,1,6,2026-08-18
prudential,essential_term_value,NE,55,male,0,30,3000000,3000000,preferred_plus_nt,1540.44,3000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Value,56,fully_underwritten_term,fully_underwritten,2,0,0,6,2026-08-18
protective,protective_classic_choice_term,NE,55,male,0,30,3000000,3000000,preferred_plus_nt,1651.55,3000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term,56,fully_underwritten_term,fully_underwritten,3,0,0,6,2026-08-18
prudential,essential_term_plus,NE,55,male,0,30,3000000,3000000,preferred_plus_nt,1695.32,3000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Plus,56,fully_underwritten_term,fully_underwritten,4,0,0,6,2026-08-18
moo,term_life_answers_brokerage,NE,55,male,0,30,3000000,3000000,preferred_plus_nt,1772.68,3000000,integrity-term-harvest.json,2026-08-18,United of Omaha,Term Life Answers - Brokerage,56,fully_underwritten_term,fully_underwritten,5,0,1,6,2026-08-18
protective,protective_classic_choice_term_with_cer,NE,55,male,0,30,3000000,3000000,preferred_plus_nt,1791.8,3000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term with CER,56,fully_underwritten_term,fully_underwritten,6,0,0,6,2026-08-18
prudential,essential_term_value,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,272.57,3000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Value,56,fully_underwritten_term,fully_underwritten,1,1,0,29,2026-08-18
banner,opterm,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,275.74,3000000,integrity-term-harvest.json,2026-08-18,Banner Life,OPTerm,56,fully_underwritten_term,fully_underwritten,2,0,0,29,2026-08-18
symetra,swiftterm_instant_issue_available,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,275.8,3000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm Instant Issue Available,56,fully_underwritten_term,fully_underwritten,3,0,0,29,2026-08-18
pacific_life,promise_term,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,275.82,3000000,integrity-term-harvest.json,2026-08-18,Pacific Life Insurance Company - Lynchburg,Promise Term,56,fully_underwritten_term,fully_underwritten,4,0,0,29,2026-08-18
corebridge,select_a_term,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,276.88,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term,56,fully_underwritten_term,fully_underwritten,5,0,1,29,2026-08-18
corebridge,select_a_term_simplinow_choice,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,276.88,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term (SimpliNow Choice),56,fully_underwritten_term,fully_underwritten,6,0,1,29,2026-08-18
protective,protective_classic_choice_term,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,277.41,3000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term,56,fully_underwritten_term,fully_underwritten,7,0,0,29,2026-08-18
transamerica,trendsetter_super,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,277.95,3000000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter Super,56,fully_underwritten_term,fully_underwritten,8,0,1,29,2026-08-18
principal,term_non_convertible,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,278.99,3000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Non Convertible,56,fully_underwritten_term,fully_underwritten,9,0,0,29,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eticket_lincxpress,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,283.95,3000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eTicket-LincXpress),56,fully_underwritten_term,fully_underwritten,10,0,0,29,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eapp_full_application,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,283.95,3000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eApp-Full Application),56,fully_underwritten_term,fully_underwritten,11,0,0,29,2026-08-18
principal,term_convertible,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,284.57,3000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Convertible,56,fully_underwritten_term,fully_underwritten,12,0,0,29,2026-08-18
symetra,symetra_term_5_0,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,296.1,3000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,Symetra Term 5.0,56,fully_underwritten_term,fully_underwritten,13,0,0,29,2026-08-18
principal,term_convertible_with_conversion_extension_rider,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,297.46,3000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Convertible with Conversion Extension Rider,56,fully_underwritten_term,fully_underwritten,14,0,0,29,2026-08-18
prudential,essential_term_plus,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,298.82,3000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Plus,56,fully_underwritten_term,fully_underwritten,15,0,0,29,2026-08-18
corebridge,qol_flex_term_simplinow_choice,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,310.39,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term (SimpliNow Choice),56,fully_underwritten_term,fully_underwritten,16,0,1,29,2026-08-18
corebridge,qol_flex_term,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,310.39,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term,56,fully_underwritten_term,fully_underwritten,17,0,1,29,2026-08-18
nationwide,nationwide_guaranteed_level_term_brokerage,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,311.06,3000000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide Guaranteed Level Term - Brokerage,56,fully_underwritten_term,fully_underwritten,18,0,0,29,2026-08-18
nationwide,nationwide_intelligent_underwriting_guaranteed_level_term_br,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,311.06,3000000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide (Intelligent Underwriting) Guaranteed Level Term - Brokerage,56,fully_underwritten_term,fully_underwritten,19,0,0,29,2026-08-18
north_american,addvantage_term_gen_9,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,314.6,3000000,integrity-term-harvest.json,2026-08-18,North American Company for Life and Health Insurance,ADDvantage Term Gen 9,56,fully_underwritten_term,fully_underwritten,20,0,0,29,2026-08-18
minnesota_life,advantage_elite_select_term,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,324.49,3000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select Term,56,fully_underwritten_term,fully_underwritten,21,0,0,29,2026-08-18
minnesota_life,advantage_elite_select_with_eca,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,334.22,3000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with ECA,56,fully_underwritten_term,fully_underwritten,22,0,0,29,2026-08-18
moo,term_life_answers_brokerage,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,338.2,3000000,integrity-term-harvest.json,2026-08-18,United of Omaha,Term Life Answers - Brokerage,56,fully_underwritten_term,fully_underwritten,23,0,1,29,2026-08-18
john_hancock,vitality_term,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,341.44,3000000,integrity-term-harvest.json,2026-08-18,John Hancock,Vitality Term,56,fully_underwritten_term,fully_underwritten,24,0,0,29,2026-08-18
john_hancock,protection_term,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,354.66,3000000,integrity-term-harvest.json,2026-08-18,John Hancock,Protection Term,56,fully_underwritten_term,fully_underwritten,25,0,0,29,2026-08-18
protective,protective_classic_choice_term_with_cer,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,361.56,3000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term with CER,56,fully_underwritten_term,fully_underwritten,26,0,0,29,2026-08-18
symetra,swiftterm_with_conversion_enhancement_rider,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,368.19,3000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm with Conversion Enhancement Rider,56,fully_underwritten_term,fully_underwritten,27,0,0,29,2026-08-18
minnesota_life,advantage_elite_select_with_cica,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,389.19,3000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with CICA,56,fully_underwritten_term,fully_underwritten,28,0,0,29,2026-08-18
national_life_group,lsw_10_g,NE,55,female,0,10,3000000,3000000,preferred_plus_nt,421.08,3000000,integrity-term-harvest.json,2026-08-18,National Life Group,LSW 10-G,56,fully_underwritten_term,fully_underwritten,29,0,0,29,2026-08-18
transamerica,trendsetter_super,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,492.15,3000000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter Super,56,fully_underwritten_term,fully_underwritten,1,1,1,28,2026-08-18
banner,opterm,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,509.29,3000000,integrity-term-harvest.json,2026-08-18,Banner Life,OPTerm,56,fully_underwritten_term,fully_underwritten,2,0,0,28,2026-08-18
symetra,swiftterm_instant_issue_available,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,509.3,3000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm Instant Issue Available,56,fully_underwritten_term,fully_underwritten,3,0,0,28,2026-08-18
pacific_life,promise_term,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,510.37,3000000,integrity-term-harvest.json,2026-08-18,Pacific Life Insurance Company - Lynchburg,Promise Term,56,fully_underwritten_term,fully_underwritten,4,0,0,28,2026-08-18
protective,protective_classic_choice_term,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,513.05,3000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term,56,fully_underwritten_term,fully_underwritten,5,0,0,28,2026-08-18
corebridge,select_a_term_simplinow_choice,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,513.95,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term (SimpliNow Choice),56,fully_underwritten_term,fully_underwritten,6,0,1,28,2026-08-18
corebridge,select_a_term,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,513.95,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term,56,fully_underwritten_term,fully_underwritten,7,0,1,28,2026-08-18
principal,term_non_convertible,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,517.65,3000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Non Convertible,56,fully_underwritten_term,fully_underwritten,8,0,0,28,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eapp_full_application,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,524.63,3000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eApp-Full Application),56,fully_underwritten_term,fully_underwritten,9,0,0,28,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eticket_lincxpress,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,524.63,3000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eTicket-LincXpress),56,fully_underwritten_term,fully_underwritten,10,0,0,28,2026-08-18
prudential,essential_term_value,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,527.19,3000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Value,56,fully_underwritten_term,fully_underwritten,11,0,0,28,2026-08-18
