carrier,product,state,age,sex,smoker,face_amount,health_class,monthly_premium,rank_in_quote,is_best,is_mvi_appointed,integrity_carrier,integrity_product,harvest_batch_id,source_date
aetna,preferred,NE,70,male,0,5000,standard_nt,38.32,4,0,1,Aetna,Preferred,2026-08-15,2026-08-15
foresters,planright_preferred,NE,70,male,0,5000,standard_nt,38.84,5,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
moo,living_promise_level,NE,70,male,0,5000,standard_nt,38.9,6,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
cigna,primary_plan,NE,70,male,0,5000,standard_nt,39.47,7,0,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,70,male,0,5000,standard_nt,40.71,8,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
lbl,simpl_preferred,NE,70,male,0,5000,standard_nt,40.88,9,0,0,lbl,SIMPL Preferred,2026-08-15,2026-08-15
logo,preferred,NE,70,male,0,5000,standard_nt,41.18,10,0,0,logo,Preferred,2026-08-15,2026-08-15
royal,ensured_legacy_standard,NE,70,male,0,5000,standard_nt,41.72,11,0,0,royal,Ensured Legacy/Standard,2026-08-15,2026-08-15
amam,golden_solution_immediate,NE,70,male,0,5000,standard_nt,42.01,12,0,1,American Amicable,Golden Solution Immediate,2026-08-15,2026-08-15
corebridge,simplinow_level,NE,70,male,0,5000,standard_nt,42.47,13,0,1,Corebridge Financial,SimpliNow Level,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,70,male,0,5000,standard_nt,43.61,14,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
moo,living_promise_graded,NE,70,male,0,5000,standard_nt,43.88,15,0,1,United of Omaha,Living Promise Graded,2026-08-15,2026-08-15
logo,standard,NE,70,male,0,5000,standard_nt,46.26,16,0,0,logo,Standard,2026-08-15,2026-08-15
amam,platinum_solution_immediate,NE,70,male,0,5000,standard_nt,46.61,17,0,1,American Amicable,Platinum Solution Immediate,2026-08-15,2026-08-15
corebridge,simplinow_graded,NE,70,male,0,5000,standard_nt,47.02,18,0,1,Corebridge Financial,SimpliNow Graded,2026-08-15,2026-08-15
americo,eagle_select_2,NE,70,male,0,5000,standard_nt,48.7,19,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
gerber,gerber_guaranteed_life,NE,70,male,0,5000,standard_nt,50.05,20,0,0,gerber,Gerber Guaranteed Life,2026-08-15,2026-08-15
logo,superior_choice,NE,70,male,0,5000,standard_nt,51.25,21,0,0,logo,Superior Choice,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,70,male,0,5000,standard_nt,52.7,22,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
aflac,standard,NE,70,male,0,5000,standard_nt,53.09,23,0,0,Aflac,Standard,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,70,male,0,5000,standard_nt,53.69,24,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
aetna,standard,NE,70,male,0,5000,standard_nt,53.77,25,0,1,Aetna,Standard,2026-08-15,2026-08-15
gtl,heritage_plan,NE,70,male,0,5000,standard_nt,54.5,26,0,0,gtl,Heritage Plan,2026-08-15,2026-08-15
logo,graded,NE,70,male,0,5000,standard_nt,55.05,27,0,0,logo,Graded,2026-08-15,2026-08-15
lbl,simpl_standard,NE,70,male,0,5000,standard_nt,57.06,28,0,0,lbl,SIMPL Standard,2026-08-15,2026-08-15
amam,golden_solution_graded,NE,70,male,0,5000,standard_nt,58.15,29,0,1,American Amicable,Golden Solution Graded,2026-08-15,2026-08-15
corebridge,giwl_up_to_19_999,NE,70,male,0,5000,standard_nt,58.68,30,0,1,Corebridge Financial,GIWL up to $19;999,2026-08-15,2026-08-15
transamerica,express_select,NE,70,male,0,5000,standard_nt,58.95,31,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
foresters,planright_standard,NE,70,male,0,5000,standard_nt,59.79,32,0,0,foresters,PlanRight/Standard,2026-08-15,2026-08-15
royal,ensured_legacy_graded,NE,70,male,0,5000,standard_nt,60.33,33,0,0,royal,Ensured Legacy - Graded,2026-08-15,2026-08-15
lbl,mwl,NE,70,male,0,5000,standard_nt,60.47,34,0,0,lbl,MWL,2026-08-15,2026-08-15
foresters,planright_rop,NE,70,male,0,5000,standard_nt,60.79,35,0,0,foresters,PlanRight ROP,2026-08-15,2026-08-15
amam,senior_choice_rop,NE,70,male,0,5000,standard_nt,61.25,36,0,1,American Amicable,Senior Choice ROP,2026-08-15,2026-08-15
cigna,primary_plan_rop,NE,70,male,0,5000,standard_nt,62.0,37,0,0,cigna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
aflac,primary_plan_rop,NE,70,male,0,5000,standard_nt,62.1,38,0,0,Aflac,Primary Plan ROP,2026-08-15,2026-08-15
amam,platinum_solution_graded,NE,70,male,0,5000,standard_nt,62.52,39,0,1,American Amicable,Platinum Solution Graded,2026-08-15,2026-08-15
aetna,primary_plan_rop,NE,70,male,0,5000,standard_nt,62.96,40,0,1,Aetna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
amam,golden_solution_rop,NE,70,male,0,5000,standard_nt,64.28,41,0,1,American Amicable,Golden Solution ROP,2026-08-15,2026-08-15
royal,graded_benefit_life,NE,70,male,0,5000,standard_nt,64.85,42,0,0,royal,Graded Benefit Life,2026-08-15,2026-08-15
amam,platinum_solution_rop,NE,70,male,0,5000,standard_nt,68.63,43,0,1,American Amicable,Platinum Solution ROP,2026-08-15,2026-08-15
transamerica,express_graded,NE,70,male,0,5000,standard_nt,68.75,44,0,1,Transamerica Life Insurance Co.,Express Graded,2026-08-15,2026-08-15
logo,express_issue_graded,NE,70,male,0,5000,standard_nt,73.35,45,0,0,logo,Express Issue Graded,2026-08-15,2026-08-15
americo,eagle_select_3,NE,70,male,0,5000,standard_nt,74.44,46,0,1,Americo,Eagle Select 3,2026-08-15,2026-08-15
logo,guaranteed_issue,NE,70,male,0,5000,standard_nt,80.43,47,0,0,logo,Guaranteed Issue,2026-08-15,2026-08-15
logo,superior_choice_gi,NE,70,male,0,5000,standard_nt,82.85,48,0,0,logo,Superior Choice - GI,2026-08-15,2026-08-15
transamerica,easy_solution,NE,70,male,0,5000,standard_nt,90.35,49,0,1,Transamerica Life Insurance Co.,Easy Solution,2026-08-15,2026-08-15
royal,ensured_legacy_guaranteed_issue,NE,70,male,0,5000,standard_nt,113.1,50,0,0,royal,Ensured Legacy - Guaranteed Issue,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,75,female,0,5000,standard_nt,37.24,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
moo,living_promise_level,NE,75,female,0,5000,standard_nt,37.8,2,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
americo,eagle_select_1,NE,75,female,0,5000,standard_nt,38.1,3,0,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
aetna,preferred,NE,75,female,0,5000,standard_nt,39.68,4,0,1,Aetna,Preferred,2026-08-15,2026-08-15
cigna,primary_plan,NE,75,female,0,5000,standard_nt,40.51,5,0,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
corebridge,simplinow_level,NE,75,female,0,5000,standard_nt,41.27,6,0,1,Corebridge Financial,SimpliNow Level,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,75,female,0,5000,standard_nt,42.18,7,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
amam,golden_solution_immediate,NE,75,female,0,5000,standard_nt,42.57,8,0,1,American Amicable,Golden Solution Immediate,2026-08-15,2026-08-15
foresters,planright_preferred,NE,75,female,0,5000,standard_nt,42.64,9,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
aflac,preferred,NE,75,female,0,5000,standard_nt,43.07,10,0,0,Aflac,Preferred,2026-08-15,2026-08-15
lbl,simpl_preferred,NE,75,female,0,5000,standard_nt,43.1,11,0,0,lbl,SIMPL Preferred,2026-08-15,2026-08-15
royal,ensured_legacy_standard,NE,75,female,0,5000,standard_nt,43.13,12,0,0,royal,Ensured Legacy/Standard,2026-08-15,2026-08-15
moo,living_promise_graded,NE,75,female,0,5000,standard_nt,44.77,13,0,1,United of Omaha,Living Promise Graded,2026-08-15,2026-08-15
logo,preferred,NE,75,female,0,5000,standard_nt,44.79,14,0,0,logo,Preferred,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,75,female,0,5000,standard_nt,44.96,15,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
amam,platinum_solution_immediate,NE,75,female,0,5000,standard_nt,47.39,16,0,1,American Amicable,Platinum Solution Immediate,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,75,female,0,5000,standard_nt,48.62,17,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
aetna,standard,NE,75,female,0,5000,standard_nt,50.71,18,0,1,Aetna,Standard,2026-08-15,2026-08-15
americo,eagle_select_2,NE,75,female,0,5000,standard_nt,51.49,19,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
logo,standard,NE,75,female,0,5000,standard_nt,51.87,20,0,0,logo,Standard,2026-08-15,2026-08-15
corebridge,simplinow_graded,NE,75,female,0,5000,standard_nt,52.74,21,0,1,Corebridge Financial,SimpliNow Graded,2026-08-15,2026-08-15
amam,golden_solution_graded,NE,75,female,0,5000,standard_nt,53.2,22,0,1,American Amicable,Golden Solution Graded,2026-08-15,2026-08-15
gerber,gerber_guaranteed_life,NE,75,female,0,5000,standard_nt,54.55,23,0,0,gerber,Gerber Guaranteed Life,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,75,female,0,5000,standard_nt,55.78,24,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
aflac,standard,NE,75,female,0,5000,standard_nt,55.85,25,0,0,Aflac,Standard,2026-08-15,2026-08-15
logo,superior_choice,NE,75,female,0,5000,standard_nt,55.9,26,0,0,logo,Superior Choice,2026-08-15,2026-08-15
lbl,simpl_standard,NE,75,female,0,5000,standard_nt,56.28,27,0,0,lbl,SIMPL Standard,2026-08-15,2026-08-15
amam,platinum_solution_graded,NE,75,female,0,5000,standard_nt,57.25,28,0,1,American Amicable,Platinum Solution Graded,2026-08-15,2026-08-15
cigna,primary_plan_rop,NE,75,female,0,5000,standard_nt,58.12,29,0,0,cigna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
gtl,heritage_plan,NE,75,female,0,5000,standard_nt,59.5,30,0,0,gtl,Heritage Plan,2026-08-15,2026-08-15
lbl,mwl,NE,75,female,0,5000,standard_nt,61.43,31,0,0,lbl,MWL,2026-08-15,2026-08-15
logo,graded,NE,75,female,0,5000,standard_nt,61.5,32,0,0,logo,Graded,2026-08-15,2026-08-15
transamerica,express_select,NE,75,female,0,5000,standard_nt,61.57,33,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
americo,eagle_select_3,NE,75,female,0,5000,standard_nt,62.47,34,0,1,Americo,Eagle Select 3,2026-08-15,2026-08-15
amam,golden_solution_rop,NE,75,female,0,5000,standard_nt,63.55,35,0,1,American Amicable,Golden Solution ROP,2026-08-15,2026-08-15
corebridge,giwl_up_to_19_999,NE,75,female,0,5000,standard_nt,63.98,36,0,1,Corebridge Financial,GIWL up to $19;999,2026-08-15,2026-08-15
foresters,planright_standard,NE,75,female,0,5000,standard_nt,64.98,37,0,0,foresters,PlanRight/Standard,2026-08-15,2026-08-15
royal,ensured_legacy_graded,NE,75,female,0,5000,standard_nt,65.64,38,0,0,royal,Ensured Legacy - Graded,2026-08-15,2026-08-15
transamerica,express_graded,NE,75,female,0,5000,standard_nt,67.36,39,0,1,Transamerica Life Insurance Co.,Express Graded,2026-08-15,2026-08-15
foresters,planright_rop,NE,75,female,0,5000,standard_nt,67.41,40,0,0,foresters,PlanRight ROP,2026-08-15,2026-08-15
amam,platinum_solution_rop,NE,75,female,0,5000,standard_nt,67.53,41,0,1,American Amicable,Platinum Solution ROP,2026-08-15,2026-08-15
amam,senior_choice_rop,NE,75,female,0,5000,standard_nt,68.52,42,0,1,American Amicable,Senior Choice ROP,2026-08-15,2026-08-15
aflac,primary_plan_rop,NE,75,female,0,5000,standard_nt,71.09,43,0,0,Aflac,Primary Plan ROP,2026-08-15,2026-08-15
logo,express_issue_graded,NE,75,female,0,5000,standard_nt,72.52,44,0,0,logo,Express Issue Graded,2026-08-15,2026-08-15
royal,graded_benefit_life,NE,75,female,0,5000,standard_nt,72.8,45,0,0,royal,Graded Benefit Life,2026-08-15,2026-08-15
aetna,primary_plan_rop,NE,75,female,0,5000,standard_nt,73.89,46,0,1,Aetna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
transamerica,easy_solution,NE,75,female,0,5000,standard_nt,79.74,47,0,1,Transamerica Life Insurance Co.,Easy Solution,2026-08-15,2026-08-15
logo,guaranteed_issue,NE,75,female,0,5000,standard_nt,80.02,48,0,0,logo,Guaranteed Issue,2026-08-15,2026-08-15
logo,superior_choice_gi,NE,75,female,0,5000,standard_nt,95.44,49,0,0,logo,Superior Choice - GI,2026-08-15,2026-08-15
royal,ensured_legacy_guaranteed_issue,NE,75,female,0,5000,standard_nt,121.8,50,0,0,royal,Ensured Legacy - Guaranteed Issue,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,75,male,0,5000,standard_nt,50.4,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
americo,eagle_select_1,NE,75,male,0,5000,standard_nt,50.45,2,0,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
moo,living_promise_level,NE,75,male,0,5000,standard_nt,51.59,3,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
cigna,primary_plan,NE,75,male,0,5000,standard_nt,51.94,4,0,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
aflac,preferred,NE,75,male,0,5000,standard_nt,52.07,5,0,0,Aflac,Preferred,2026-08-15,2026-08-15
aetna,preferred,NE,75,male,0,5000,standard_nt,52.46,6,0,1,Aetna,Preferred,2026-08-15,2026-08-15
logo,preferred,NE,75,male,0,5000,standard_nt,53.59,7,0,0,logo,Preferred,2026-08-15,2026-08-15
lbl,simpl_preferred,NE,75,male,0,5000,standard_nt,53.82,8,0,0,lbl,SIMPL Preferred,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,75,male,0,5000,standard_nt,55.33,9,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
foresters,planright_preferred,NE,75,male,0,5000,standard_nt,56.27,10,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
royal,ensured_legacy_standard,NE,75,male,0,5000,standard_nt,56.27,11,0,0,royal,Ensured Legacy/Standard,2026-08-15,2026-08-15
corebridge,simplinow_level,NE,75,male,0,5000,standard_nt,56.42,12,0,1,Corebridge Financial,SimpliNow Level,2026-08-15,2026-08-15
amam,golden_solution_immediate,NE,75,male,0,5000,standard_nt,57.12,13,0,1,American Amicable,Golden Solution Immediate,2026-08-15,2026-08-15
moo,living_promise_graded,NE,75,male,0,5000,standard_nt,57.14,14,0,1,United of Omaha,Living Promise Graded,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,75,male,0,5000,standard_nt,60.12,15,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
corebridge,simplinow_graded,NE,75,male,0,5000,standard_nt,60.89,16,0,1,Corebridge Financial,SimpliNow Graded,2026-08-15,2026-08-15
amam,platinum_solution_immediate,NE,75,male,0,5000,standard_nt,61.8,17,0,1,American Amicable,Platinum Solution Immediate,2026-08-15,2026-08-15
logo,standard,NE,75,male,0,5000,standard_nt,62.97,18,0,0,logo,Standard,2026-08-15,2026-08-15
americo,eagle_select_2,NE,75,male,0,5000,standard_nt,69.05,19,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,75,male,0,5000,standard_nt,69.23,20,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
gerber,gerber_guaranteed_life,NE,75,male,0,5000,standard_nt,70.22,21,0,0,gerber,Gerber Guaranteed Life,2026-08-15,2026-08-15
logo,superior_choice,NE,75,male,0,5000,standard_nt,72.94,22,0,0,logo,Superior Choice,2026-08-15,2026-08-15
aflac,standard,NE,75,male,0,5000,standard_nt,73.35,23,0,0,Aflac,Standard,2026-08-15,2026-08-15
aetna,standard,NE,75,male,0,5000,standard_nt,73.63,24,0,1,Aetna,Standard,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,75,male,0,5000,standard_nt,75.72,25,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
gtl,heritage_plan,NE,75,male,0,5000,standard_nt,76.16,26,0,0,gtl,Heritage Plan,2026-08-15,2026-08-15
logo,graded,NE,75,male,0,5000,standard_nt,76.51,27,0,0,logo,Graded,2026-08-15,2026-08-15
cigna,primary_plan_rop,NE,75,male,0,5000,standard_nt,77.17,28,0,0,cigna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
lbl,simpl_standard,NE,75,male,0,5000,standard_nt,77.39,29,0,0,lbl,SIMPL Standard,2026-08-15,2026-08-15
transamerica,express_select,NE,75,male,0,5000,standard_nt,79.55,30,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
transamerica,express_graded,NE,75,male,0,5000,standard_nt,80.89,31,0,1,Transamerica Life Insurance Co.,Express Graded,2026-08-15,2026-08-15
lbl,mwl,NE,75,male,0,5000,standard_nt,82.02,32,0,0,lbl,MWL,2026-08-15,2026-08-15
amam,golden_solution_graded,NE,75,male,0,5000,standard_nt,82.1,33,0,1,American Amicable,Golden Solution Graded,2026-08-15,2026-08-15
corebridge,giwl_up_to_19_999,NE,75,male,0,5000,standard_nt,82.47,34,0,1,Corebridge Financial,GIWL up to $19;999,2026-08-15,2026-08-15
amam,senior_choice_rop,NE,75,male,0,5000,standard_nt,83.27,35,0,1,American Amicable,Senior Choice ROP,2026-08-15,2026-08-15
foresters,planright_standard,NE,75,male,0,5000,standard_nt,85.13,36,0,0,foresters,PlanRight/Standard,2026-08-15,2026-08-15
amam,platinum_solution_graded,NE,75,male,0,5000,standard_nt,86.45,37,0,1,American Amicable,Platinum Solution Graded,2026-08-15,2026-08-15
amam,golden_solution_rop,NE,75,male,0,5000,standard_nt,87.03,38,0,1,American Amicable,Golden Solution ROP,2026-08-15,2026-08-15
foresters,planright_rop,NE,75,male,0,5000,standard_nt,87.25,39,0,0,foresters,PlanRight ROP,2026-08-15,2026-08-15
royal,graded_benefit_life,NE,75,male,0,5000,standard_nt,89.81,40,0,0,royal,Graded Benefit Life,2026-08-15,2026-08-15
amam,platinum_solution_rop,NE,75,male,0,5000,standard_nt,91.37,41,0,1,American Amicable,Platinum Solution ROP,2026-08-15,2026-08-15
royal,ensured_legacy_graded,NE,75,male,0,5000,standard_nt,92.65,42,0,0,royal,Ensured Legacy - Graded,2026-08-15,2026-08-15
logo,express_issue_graded,NE,75,male,0,5000,standard_nt,92.78,43,0,0,logo,Express Issue Graded,2026-08-15,2026-08-15
aetna,primary_plan_rop,NE,75,male,0,5000,standard_nt,94.37,44,0,1,Aetna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
logo,superior_choice_gi,NE,75,male,0,5000,standard_nt,97.01,45,0,0,logo,Superior Choice - GI,2026-08-15,2026-08-15
logo,guaranteed_issue,NE,75,male,0,5000,standard_nt,97.2,46,0,0,logo,Guaranteed Issue,2026-08-15,2026-08-15
aflac,primary_plan_rop,NE,75,male,0,5000,standard_nt,102.1,47,0,0,Aflac,Primary Plan ROP,2026-08-15,2026-08-15
americo,eagle_select_3,NE,75,male,0,5000,standard_nt,102.96,48,0,1,Americo,Eagle Select 3,2026-08-15,2026-08-15
transamerica,easy_solution,NE,75,male,0,5000,standard_nt,117.64,49,0,1,Transamerica Life Insurance Co.,Easy Solution,2026-08-15,2026-08-15
royal,ensured_legacy_guaranteed_issue,NE,75,male,0,5000,standard_nt,158.77,50,0,0,royal,Ensured Legacy - Guaranteed Issue,2026-08-15,2026-08-15
moo,living_promise_level,NE,80,female,0,5000,standard_nt,50.82,1,1,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
americo,eagle_select_1,NE,80,female,0,5000,standard_nt,51.11,2,0,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,80,female,0,5000,standard_nt,52.38,3,0,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
aetna,preferred,NE,80,female,0,5000,standard_nt,52.46,4,0,1,Aetna,Preferred,2026-08-15,2026-08-15
cigna,primary_plan,NE,80,female,0,5000,standard_nt,54.19,5,0,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
corebridge,simplinow_level,NE,80,female,0,5000,standard_nt,55.58,6,0,1,Corebridge Financial,SimpliNow Level,2026-08-15,2026-08-15
logo,preferred,NE,80,female,0,5000,standard_nt,56.31,7,0,0,logo,Preferred,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,80,female,0,5000,standard_nt,58.16,8,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
amam,golden_solution_immediate,NE,80,female,0,5000,standard_nt,58.7,9,0,1,American Amicable,Golden Solution Immediate,2026-08-15,2026-08-15
aflac,preferred,NE,80,female,0,5000,standard_nt,60.08,10,0,0,Aflac,Preferred,2026-08-15,2026-08-15
lbl,simpl_preferred,NE,80,female,0,5000,standard_nt,60.31,11,0,0,lbl,SIMPL Preferred,2026-08-15,2026-08-15
foresters,planright_preferred,NE,80,female,0,5000,standard_nt,62.62,12,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
royal,ensured_legacy_standard,NE,80,female,0,5000,standard_nt,62.89,13,0,0,royal,Ensured Legacy/Standard,2026-08-15,2026-08-15
moo,living_promise_graded,NE,80,female,0,5000,standard_nt,63.37,14,0,1,United of Omaha,Living Promise Graded,2026-08-15,2026-08-15
amam,platinum_solution_immediate,NE,80,female,0,5000,standard_nt,63.69,15,0,1,American Amicable,Platinum Solution Immediate,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,80,female,0,5000,standard_nt,65.09,16,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
corebridge,simplinow_graded,NE,80,female,0,5000,standard_nt,66.39,17,0,1,Corebridge Financial,SimpliNow Graded,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,80,female,0,5000,standard_nt,69.39,18,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
aetna,standard,NE,80,female,0,5000,standard_nt,71.88,19,0,1,Aetna,Standard,2026-08-15,2026-08-15
cigna,primary_plan_rop,NE,80,female,0,5000,standard_nt,72.39,20,0,0,cigna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
logo,superior_choice,NE,80,female,0,5000,standard_nt,76.23,21,0,0,logo,Superior Choice,2026-08-15,2026-08-15
logo,standard,NE,80,female,0,5000,standard_nt,76.37,22,0,0,logo,Standard,2026-08-15,2026-08-15
americo,eagle_select_2,NE,80,female,0,5000,standard_nt,77.29,23,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
amam,golden_solution_graded,NE,80,female,0,5000,standard_nt,78.96,24,0,1,American Amicable,Golden Solution Graded,2026-08-15,2026-08-15
lbl,simpl_standard,NE,80,female,0,5000,standard_nt,82.47,25,0,0,lbl,SIMPL Standard,2026-08-15,2026-08-15
amam,platinum_solution_graded,NE,80,female,0,5000,standard_nt,82.83,26,0,1,American Amicable,Platinum Solution Graded,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,80,female,0,5000,standard_nt,82.86,27,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
transamerica,express_select,NE,80,female,0,5000,standard_nt,83.36,28,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
lbl,mwl,NE,80,female,0,5000,standard_nt,83.93,29,0,0,lbl,MWL,2026-08-15,2026-08-15
amam,golden_solution_rop,NE,80,female,0,5000,standard_nt,84.77,30,0,1,American Amicable,Golden Solution ROP,2026-08-15,2026-08-15
aflac,standard,NE,80,female,0,5000,standard_nt,88.35,31,0,0,Aflac,Standard,2026-08-15,2026-08-15
amam,platinum_solution_rop,NE,80,female,0,5000,standard_nt,88.6,32,0,1,American Amicable,Platinum Solution ROP,2026-08-15,2026-08-15
gerber,gerber_guaranteed_life,NE,80,female,0,5000,standard_nt,88.65,33,0,0,gerber,Gerber Guaranteed Life,2026-08-15,2026-08-15
foresters,planright_standard,NE,80,female,0,5000,standard_nt,90.03,34,0,0,foresters,PlanRight/Standard,2026-08-15,2026-08-15
royal,ensured_legacy_graded,NE,80,female,0,5000,standard_nt,91.65,35,0,0,royal,Ensured Legacy - Graded,2026-08-15,2026-08-15
logo,express_issue_graded,NE,80,female,0,5000,standard_nt,91.73,36,0,0,logo,Express Issue Graded,2026-08-15,2026-08-15
gtl,heritage_plan,NE,80,female,0,5000,standard_nt,92.0,37,0,0,gtl,Heritage Plan,2026-08-15,2026-08-15
amam,senior_choice_rop,NE,80,female,0,5000,standard_nt,92.31,38,0,1,American Amicable,Senior Choice ROP,2026-08-15,2026-08-15
transamerica,express_graded,NE,80,female,0,5000,standard_nt,94.56,39,0,1,Transamerica Life Insurance Co.,Express Graded,2026-08-15,2026-08-15
logo,graded,NE,80,female,0,5000,standard_nt,94.97,40,0,0,logo,Graded,2026-08-15,2026-08-15
foresters,planright_rop,NE,80,female,0,5000,standard_nt,97.65,41,0,0,foresters,PlanRight ROP,2026-08-15,2026-08-15
royal,graded_benefit_life,NE,80,female,0,5000,standard_nt,101.71,42,0,0,royal,Graded Benefit Life,2026-08-15,2026-08-15
corebridge,giwl_up_to_19_999,NE,80,female,0,5000,standard_nt,104.21,43,0,1,Corebridge Financial,GIWL up to $19;999,2026-08-15,2026-08-15
transamerica,easy_solution,NE,80,female,0,5000,standard_nt,111.22,44,0,1,Transamerica Life Insurance Co.,Easy Solution,2026-08-15,2026-08-15
logo,superior_choice_gi,NE,80,female,0,5000,standard_nt,122.59,45,0,0,logo,Superior Choice - GI,2026-08-15,2026-08-15
royal,ensured_legacy_guaranteed_issue,NE,80,female,0,5000,standard_nt,174.0,46,0,0,royal,Ensured Legacy - Guaranteed Issue,2026-08-15,2026-08-15
cigna,primary_plan,NE,80,male,0,5000,standard_nt,69.5,1,1,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
americo,eagle_select_1,NE,80,male,0,5000,standard_nt,69.79,2,0,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,80,male,0,5000,standard_nt,69.9,3,0,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
logo,preferred,NE,80,male,0,5000,standard_nt,70.38,4,0,0,logo,Preferred,2026-08-15,2026-08-15
moo,living_promise_level,NE,80,male,0,5000,standard_nt,71.46,5,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
aetna,preferred,NE,80,male,0,5000,standard_nt,71.88,6,0,1,Aetna,Preferred,2026-08-15,2026-08-15
lbl,simpl_preferred,NE,80,male,0,5000,standard_nt,76.28,7,0,0,lbl,SIMPL Preferred,2026-08-15,2026-08-15
foresters,planright_preferred,NE,80,male,0,5000,standard_nt,77.25,8,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
corebridge,simplinow_level,NE,80,male,0,5000,standard_nt,78.29,9,0,1,Corebridge Financial,SimpliNow Level,2026-08-15,2026-08-15
